epoch,custom_accuracy,custom_auc,custom_f1_score,custom_precision,custom_recall,loss,val_custom_accuracy,val_custom_auc,val_custom_f1_score,val_custom_precision,val_custom_recall,val_loss
0,0.5002316832542419,0.5092577934265137,0.00224266666918993,0.001123786554671824,0.5137194991111755,0.7910262942314148,0.5027133226394653,0.4916594624519348,0.0020869839936494827,0.0010459409095346928,0.4457142949104309,0.6960855722427368
1,0.5021299719810486,0.5305242538452148,0.0023311730474233627,0.0011681461473926902,0.5320122241973877,0.7657109498977661,0.501853346824646,0.5203723907470703,0.0023498618975281715,0.0011776828905567527,0.5028571486473083,0.6954686045646667
2,0.5036933422088623,0.5319094061851501,0.002358552999794483,0.0011818743078038096,0.5365853905677795,0.7531323432922363,0.5063733458518982,0.5168434381484985,0.0022906723897904158,0.001148043549619615,0.48571428656578064,0.6955313086509705
3,0.5056283473968506,0.5155609846115112,0.0022335313260555267,0.0011192356469109654,0.5060975551605225,0.7454441785812378,0.5060399770736694,0.5116335153579712,0.002369731431826949,0.001187664456665516,0.5028571486473083,0.6969805955886841
4,0.5067633390426636,0.5144847631454468,0.002285752212628722,0.0011454095365479589,0.5167682766914368,0.7381376028060913,0.5072866678237915,0.5088854432106018,0.0024026448372751474,0.0012041672598570585,0.508571445941925,0.6982091069221497
5,0.5080749988555908,0.525022566318512,0.0023525350261479616,0.0011788817355409265,0.5304877758026123,0.732441782951355,0.5119600296020508,0.5074478387832642,0.0023984077852219343,0.001202070852741599,0.5028571486473083,0.6982033848762512
6,0.5090183615684509,0.5190311074256897,0.002296226331964135,0.0011506698792800307,0.5167682766914368,0.7276082038879395,0.5162533521652222,0.5080615282058716,0.002529348013922572,0.00126772397197783,0.5257142782211304,0.6974701285362244
7,0.511900007724762,0.5064876675605774,0.0022621655371040106,0.0011336165480315685,0.5060975551605225,0.722847580909729,0.5197466611862183,0.5123225450515747,0.0025476994924247265,0.001276944181881845,0.5257142782211304,0.6967507600784302
8,0.5144683122634888,0.5117531418800354,0.0022672703489661217,0.0011361881624907255,0.5045731663703918,0.7186998128890991,0.5161200165748596,0.5153927206993103,0.002473818138241768,0.0012398913968354464,0.5142857432365417,0.6963379979133606
9,0.5177050232887268,0.5024040937423706,0.002275571459904313,0.001140365144237876,0.5030487775802612,0.715179979801178,0.520039975643158,0.5183275938034058,0.002411040710285306,0.0012084508780390024,0.49714285135269165,0.6954028606414795
10,0.5201566815376282,0.5121480822563171,0.0023079158272594213,0.0011565873865038157,0.5076219439506531,0.7121183276176453,0.5277066826820374,0.5181280970573425,0.002365797059610486,0.0011858210200443864,0.47999998927116394,0.6936436891555786
11,0.5220450162887573,0.515516996383667,0.0023170129861682653,0.0011611566878855228,0.5076219439506531,0.7093701362609863,0.5319399833679199,0.5148425102233887,0.0022737281396985054,0.001139698550105095,0.4571428596973419,0.6914217472076416
12,0.5234283208847046,0.4975661635398865,0.0021078563295304775,0.0010563466930761933,0.4603658616542816,0.7070093750953674,0.536633312702179,0.5151979327201843,0.0022394158877432346,0.0011225282214581966,0.4457142949104309,0.6893330216407776
13,0.5256966948509216,0.5111896991729736,0.0023208195343613625,0.0011630848748609424,0.5045731663703918,0.7048225998878479,0.5451400279998779,0.5187766551971436,0.0023395572789013386,0.0011727798264473677,0.4571428596973419,0.6876627802848816
14,0.528469979763031,0.4951850175857544,0.0021585014183074236,0.0010817537549883127,0.4664634168148041,0.7029842734336853,0.5523200035095215,0.5232530832290649,0.002376990392804146,0.0011915933573618531,0.4571428596973419,0.6865606904029846
15,0.5305833220481873,0.4930415451526642,0.0020833476446568966,0.0010441008489578962,0.4481707215309143,0.7015113234519958,0.5581866502761841,0.5271188020706177,0.0023784430231899023,0.0011923628626391292,0.4514285624027252,0.685791552066803
16,0.5322849750518799,0.5035455226898193,0.0022115474566817284,0.0011083590798079967,0.47408536076545715,0.7001838684082031,0.5606866478919983,0.5265731811523438,0.0024523527827113867,0.0012294335756450891,0.4628571569919586,0.6852858066558838
17,0.5338450074195862,0.4975675344467163,0.0022118128836154938,0.0011085007572546601,0.47256097197532654,0.6989482641220093,0.5625333189964294,0.5258047580718994,0.0024930068757385015,0.0012498284922912717,0.46857142448425293,0.6848659515380859
18,0.5367966890335083,0.5169544219970703,0.002247367985546589,0.0011263368651270866,0.4771341383457184,0.6977983713150024,0.5641400218009949,0.5265352725982666,0.0024108511861413717,0.0012086533242836595,0.4514285624027252,0.6845266819000244
19,0.537880003452301,0.5214964151382446,0.0023746811784803867,0.001190149923786521,0.5030487775802612,0.6968639492988586,0.5659933090209961,0.5246248841285706,0.0024211215786635876,0.0012138159945607185,0.4514285624027252,0.6842948198318481
20,0.5395416617393494,0.49914634227752686,0.0022030803374946117,0.0011041563702747226,0.46493902802467346,0.695995032787323,0.5690799951553345,0.5270166397094727,0.002438421593979001,0.0012225128011777997,0.4514285624027252,0.6841368675231934
21,0.5408583283424377,0.5089809894561768,0.002231067279353738,0.001118190586566925,0.4695121943950653,0.6952494978904724,0.5727400183677673,0.5268511176109314,0.002490310464054346,0.001248556305654347,0.4571428596973419,0.6839461922645569
22,0.5424933433532715,0.5127879977226257,0.0023115500807762146,0.0011585374595597386,0.48475611209869385,0.6946861743927002,0.5757866501808167,0.5269589424133301,0.0025394230615347624,0.0012732045724987984,0.4628571569919586,0.6837506294250488
23,0.5432566404342651,0.5055384039878845,0.002235490595921874,0.0011204215697944164,0.4679878056049347,0.6942712068557739,0.580133318901062,0.5243663787841797,0.002565645379945636,0.0012863881420344114,0.4628571569919586,0.6834955811500549
24,0.5442583560943604,0.5273451805114746,0.0024078357964754105,0.0012068063952028751,0.5030487775802612,0.6935361623764038,0.5842466950416565,0.5226476788520813,0.002559057902544737,0.001283120596781373,0.4571428596973419,0.6831668615341187
25,0.5439366698265076,0.5055913329124451,0.002209710655733943,0.0011075047077611089,0.46189025044441223,0.6933432817459106,0.5880666375160217,0.521350085735321,0.002550525823608041,0.0012788758613169193,0.4514285624027252,0.682830810546875
26,0.5454233288764954,0.4852754771709442,0.002107403939589858,0.001056237262673676,0.4390243887901306,0.6928578019142151,0.5913400053977966,0.5230139493942261,0.002505979733541608,0.001256568473763764,0.4399999976158142,0.682490348815918
27,0.5455650091171265,0.5082300901412964,0.0022760285064578056,0.0011407528072595596,0.47408536076545715,0.6925457715988159,0.5939333438873291,0.5226913094520569,0.0024892729707062244,0.001248213928192854,0.4342857003211975,0.6821905374526978
28,0.5469650030136108,0.5094926357269287,0.002297694096341729,0.001151620177552104,0.4771341383457184,0.6921201348304749,0.5967733263969421,0.5225937366485596,0.002506761346012354,0.0012570086400955915,0.4342857003211975,0.6819209456443787
29,0.5468900203704834,0.503847599029541,0.0022680226247757673,0.001136748236604035,0.4710365831851959,0.691832423210144,0.5995333194732666,0.5230937600135803,0.0025239938404411077,0.0012656751787289977,0.4342857003211975,0.6816813945770264
30,0.5480999946594238,0.5002446174621582,0.0021418945398181677,0.0010735392570495605,0.44359755516052246,0.6917606592178345,0.6008533239364624,0.5245906710624695,0.00253231986425817,0.0012698625214397907,0.4342857003211975,0.6814922094345093
31,0.5486766695976257,0.5008681416511536,0.0022181603126227856,0.0011117677204310894,0.458841472864151,0.6914336085319519,0.6021199822425842,0.5254805088043213,0.0024736749473959208,0.001240466022863984,0.4228571355342865,0.6813384294509888
32,0.548663318157196,0.5201935172080994,0.0023210227955132723,0.001163323177024722,0.4801829159259796,0.6912021636962891,0.6035799980163574,0.5231277942657471,0.002516229171305895,0.0012618190376088023,0.4285714328289032,0.6812060475349426
33,0.5501533150672913,0.5198293924331665,0.0022844381164759398,0.001144995796494186,0.4710365831851959,0.6909887790679932,0.6046333312988281,0.5227614641189575,0.002556468825787306,0.001282008015550673,0.4342857003211975,0.6810881495475769
34,0.5506433248519897,0.5076702833175659,0.0022795393597334623,0.0011425433913245797,0.4695121943950653,0.6908811330795288,0.6055733561515808,0.523980975151062,0.0025289133191108704,0.0012681985972449183,0.4285714328289032,0.6809768080711365
35,0.5505916476249695,0.5163220167160034,0.002330958843231201,0.0011683152988553047,0.4801829159259796,0.6907414197921753,0.6054866909980774,0.5238684415817261,0.002528359182178974,0.0012679198989644647,0.4285714328289032,0.6808992028236389
36,0.5504800081253052,0.49644190073013306,0.0022934756707400084,0.0011495276121422648,0.47256097197532654,0.6905034184455872,0.6057599782943726,0.5255253314971924,0.0024964571930468082,0.0012519244337454438,0.4228571355342865,0.680837869644165
37,0.5510333180427551,0.5080642700195312,0.002251951489597559,0.001128718489781022,0.46341463923454285,0.6904411315917969,0.6056666374206543,0.525974690914154,0.0025631508324295282,0.0012853688094764948,0.4342857003211975,0.6807957887649536
38,0.5510900020599365,0.5324059128761292,0.002481333678588271,0.0012436887482181191,0.5106707215309143,0.6905139684677124,0.6056399941444397,0.5247666835784912,0.0025629778392612934,0.00128528184723109,0.4342857003211975,0.6807419657707214
39,0.5505416393280029,0.5251181721687317,0.002301171887665987,0.0011533853830769658,0.47408536076545715,0.690342128276825,0.6052200198173523,0.5239360332489014,0.00259385840035975,0.0013007635716348886,0.4399999976158142,0.6807280778884888
40,0.5515183210372925,0.4980733394622803,0.0021359832026064396,0.0010705961612984538,0.4390243887901306,0.6901003122329712,0.6052533388137817,0.5248028039932251,0.002762058051303029,0.0013851117109879851,0.46857142448425293,0.6807278394699097
41,0.5521116852760315,0.5040794014930725,0.0022203156258910894,0.0011128686601296067,0.45579269528388977,0.6899672746658325,0.6049066781997681,0.5269932746887207,0.0027932014781981707,0.0014007256831973791,0.47428572177886963,0.6807225942611694
42,0.5528783202171326,0.5210079550743103,0.002379951300099492,0.0011928859166800976,0.4878048896789551,0.690019428730011,0.6041133403778076,0.5256722569465637,0.0027206307277083397,0.0013643254060298204,0.4628571569919586,0.6807636618614197
43,0.552839994430542,0.507888674736023,0.002327812137082219,0.0011667524231597781,0.4771341383457184,0.6898044943809509,0.6037799715995789,0.5273652672767639,0.0027518158312886953,0.0013799603329971433,0.46857142448425293,0.6807963848114014
44,0.5528233051300049,0.4945296347141266,0.0020828216802328825,0.0010439581237733364,0.4268292784690857,0.6898652911186218,0.6034600138664246,0.5250020027160645,0.0028164756949990988,0.0014123818837106228,0.47999998927116394,0.6808377504348755
45,0.5522400140762329,0.49271824955940247,0.002139418153092265,0.00107232213485986,0.4390243887901306,0.689856231212616,0.6035933494567871,0.5276927947998047,0.0027839732356369495,0.0013960842043161392,0.47428572177886963,0.6808677911758423
46,0.5531666874885559,0.5155870914459229,0.002351784845814109,0.0011787702096626163,0.48170730471611023,0.6896563768386841,0.602940022945404,0.5295454263687134,0.002679213648661971,0.0013435442233458161,0.4571428596973419,0.6809213161468506
47,0.5514500141143799,0.532437801361084,0.0024611365515738726,0.001233567949384451,0.5060975551605225,0.6896969079971313,0.602786660194397,0.5285740494728088,0.002678182441741228,0.0013430254766717553,0.4571428596973419,0.6809720396995544
48,0.5543683171272278,0.5067396759986877,0.0022762122098356485,0.001140899141319096,0.46493902802467346,0.6895910501480103,0.6023333072662354,0.5292565822601318,0.002641786588355899,0.0013247698079794645,0.4514285624027252,0.6810291409492493
49,0.5517650246620178,0.5047633647918701,0.002188987098634243,0.0010971641167998314,0.4496951103210449,0.6898985505104065,0.6014133095741272,0.5285367369651794,0.0026689793448895216,0.0013383969198912382,0.4571428596973419,0.6811085343360901
